system:index,Name,OBJECTID,blue,green,latitude,longitude,nbr,ndvi,nir,pixel_qa,red,swir1,swir2,.geo
1_1_LT05_119038_19860522_00002e2af14e3e1aa71b_0,Changshu2,2,384,654,31.65670372,120.7726424,0.5994398,0.6823807,2855,66,539,1297,715,
1_1_LT05_119038_19860607_00002e2af14e3e1aa71b_0,Changshu2,2,923,1335,31.65670372,120.7726424,0.1607724,0.2529274,2675,66,1595,2800,1934,
1_1_LT05_119038_19860725_00002e2af14e3e1aa71b_0,Changshu2,2,346,513,31.65670372,120.7726424,0.66656935,0.7482389,2854,66,411,1320,571,
1_1_LT05_119038_19861029_00002e2af14e3e1aa71b_0,Changshu2,2,639,1032,31.65670372,120.7726424,0.27608037,0.37403676,2318,66,1056,2012,1315,
1_1_LT05_119038_19870117_00002e2af14e3e1aa71b_0,Changshu2,2,715,1073,31.65670372,120.7726424,0.25923297,0.25968027,1773,66,1042,1508,1043,
1_1_LT05_119038_19870626_00002e2af14e3e1aa71b_0,Changshu2,2,719,927,31.65670372,120.7726424,0.5773305,0.24498327,1489,66,903,635,399,
1_1_LT05_119038_19871219_00002e2af14e3e1aa71b_0,Changshu2,2,948,1157,31.65670372,120.7726424,0.06740792,0.15488721,1536,66,1124,1800,1342,
1_1_LT05_119038_19880120_00002e2af14e3e1aa71b_0,Changshu2,2,852,1053,31.65670372,120.7726424,0.13471502,0.23772518,1752,66,1079,1639,1336,
1_1_LT05_119038_19880308_00002e2af14e3e1aa71b_0,Changshu2,2,840,1115,31.65670372,120.7726424,0.26405936,0.34222493,2214,66,1085,1757,1289,
1_1_LT05_119038_19880409_00002e2af14e3e1aa71b_0,Changshu2,2,696,915,31.65670372,120.7726424,0.5838718,0.5797886,3064,66,815,1517,805,
1_1_LT05_119038_19880425_00002e2af14e3e1aa71b_0,Changshu2,2,747,1007,31.65670372,120.7726424,0.63240457,0.5987159,3486,66,875,1628,785,
1_1_LT05_119038_19880714_00002e2af14e3e1aa71b_0,Changshu2,2,429,602,31.65670372,120.7726424,0.5792438,0.5773403,1963,66,526,1013,523,
1_1_LT05_119038_19880815_00002e2af14e3e1aa71b_0,Changshu2,2,447,550,31.65670372,120.7726424,0.7552704,0.82250774,3830,66,373,1381,534,
1_1_LT05_119038_19880916_00002e2af14e3e1aa71b_0,Changshu2,2,595,702,31.65670372,120.7726424,0.7475779,0.7290155,3337,66,523,1180,482,
1_1_LT05_119038_19881103_00002e2af14e3e1aa71b_0,Changshu2,2,869,1137,31.65670372,120.7726424,0.10344828,0.239371,2128,66,1306,2464,1729,
1_1_LT05_119038_19881205_00002e2af14e3e1aa71b_0,Changshu2,2,772,1002,31.65670372,120.7726424,-0.047169812,0.1494689,1515,66,1121,1951,1665,
1_1_LT05_119038_19890327_00002e2af14e3e1aa71b_0,Changshu2,2,562,806,31.65670372,120.7726424,0.56496114,0.6236798,2921,66,677,1389,812,
1_1_LT05_119038_19890514_00002e2af14e3e1aa71b_0,Changshu2,2,403,680,31.65670372,120.7726424,0.5506849,0.62332696,2547,66,591,1279,738,
1_1_LT05_119038_19890530_00002e2af14e3e1aa71b_0,Changshu2,2,724,993,31.65670372,120.7726424,0.27006826,0.30310103,1954,66,1045,1706,1123,
1_1_LT05_119038_19890717_00002e2af14e3e1aa71b_0,Changshu2,2,583,846,31.65670372,120.7726424,0.6154847,0.55722797,2483,66,706,1213,591,
1_1_LT05_119038_19890802_00002e2af14e3e1aa71b_0,Changshu2,2,400,544,31.65670372,120.7726424,0.7363022,0.77766395,3470,66,434,1389,527,
1_1_LT05_119038_19890818_00002e2af14e3e1aa71b_0,Changshu2,2,632,727,31.65670372,120.7726424,0.7425176,0.72768927,3959,66,624,1491,585,
1_1_LT05_119038_19890919_00002e2af14e3e1aa71b_0,Changshu2,2,991,1036,31.65670372,120.7726424,0.7217981,0.54922414,3045,66,886,1275,492,
1_1_LT05_119038_19891021_00002e2af14e3e1aa71b_0,Changshu2,2,661,789,31.65670372,120.7726424,0.56575143,0.45631722,2167,66,809,1231,601,
1_1_LT05_119038_19891208_00002e2af14e3e1aa71b_0,Changshu2,2,842,1066,31.65670372,120.7726424,0.16163649,0.22402827,1732,66,1098,1675,1250,
1_1_LT05_119038_19900226_00002e2af14e3e1aa71b_0,Changshu2,2,625,763,31.65670372,120.7726424,0.5594983,0.57345676,2549,66,691,1379,720,
1_1_LT05_119038_19900415_00002e2af14e3e1aa71b_0,Changshu2,2,659,925,31.65670372,120.7726424,0.6684612,0.6598973,3719,66,762,1481,739,
1_1_LT05_119038_19900720_00002e2af14e3e1aa71b_0,Changshu2,2,487,620,31.65670372,120.7726424,0.64201266,0.7285094,2986,66,469,1305,651,
1_1_LT05_119038_19901008_00002e2af14e3e1aa71b_0,Changshu2,2,350,509,31.65670372,120.7726424,0.6578862,0.6605863,2549,66,521,1162,526,
1_1_LT05_119038_19910317_00002e2af14e3e1aa71b_0,Changshu2,2,999,1128,31.65670372,120.7726424,0.59197325,0.43806645,2618,66,1023,1378,671,
1_1_LT05_119038_19910402_00002e2af14e3e1aa71b_0,Changshu2,2,414,651,31.65670372,120.7726424,0.6560284,0.72962964,3269,66,511,1499,679,
1_1_LT05_119038_19910520_00002e2af14e3e1aa71b_0,Changshu2,2,1600,1802,31.65670372,120.7726424,0.53958786,0.26741073,2839,66,1641,1543,849,
1_1_LT05_119038_19910723_00002e2af14e3e1aa71b_0,Changshu2,2,311,468,31.65670372,120.7726424,0.6742532,0.7082729,2354,66,402,1111,458,
1_1_LT05_119038_19910824_00002e2af14e3e1aa71b_0,Changshu2,2,1462,1714,31.65670372,120.7726424,0.5093432,0.4388007,4079,66,1591,2268,1326,
1_1_LT05_119038_19911027_00002e2af14e3e1aa71b_0,Changshu2,2,840,1177,31.65670372,120.7726424,0.18462247,0.3017961,2573,66,1380,2461,1771,
1_1_LT05_119038_19911112_00002e2af14e3e1aa71b_0,Changshu2,2,938,1120,31.65670372,120.7726424,0.005546493,0.13059428,1541,66,1185,1726,1524,
1_1_LT05_119038_19911214_00002e2af14e3e1aa71b_0,Changshu2,2,1005,1247,31.65670372,120.7726424,0.20915926,0.1948666,1769,66,1192,1585,1157,
1_1_LT05_119038_19920115_00002e2af14e3e1aa71b_0,Changshu2,2,847,1035,31.65670372,120.7726424,0.3112745,0.23938224,1605,66,985,1387,843,
1_1_LT05_119038_19920216_00002e2af14e3e1aa71b_0,Changshu2,2,676,1012,31.65670372,120.7726424,0.293391,0.39321357,2094,66,912,1644,1144,
1_1_LT05_119038_19920404_00002e2af14e3e1aa71b_0,Changshu2,2,1071,1278,31.65670372,120.7726424,0.602736,0.4449926,2929,66,1125,1503,726,
1_1_LT05_119038_19920420_00002e2af14e3e1aa71b_0,Changshu2,2,811,1017,31.65670372,120.7726424,0.60875094,0.5762712,3162,66,850,1469,769,
1_1_LT05_119038_19920506_00002e2af14e3e1aa71b_0,Changshu2,2,518,828,31.65670372,120.7726424,0.61583734,0.64264345,3020,66,657,1344,718,
1_1_LT05_119038_19920522_00002e2af14e3e1aa71b_0,Changshu2,2,618,879,31.65670372,120.7726424,0.47094473,0.439135,2063,66,804,1313,742,
1_1_LT05_119038_19920607_00002e2af14e3e1aa71b_0,Changshu2,2,769,1159,31.65670372,120.7726424,0.033828806,0.20670056,2017,66,1326,2407,1885,
1_1_LT05_119038_19920709_00002e2af14e3e1aa71b_0,Changshu2,2,1401,1576,31.65670372,120.7726424,0.6308101,0.28217176,2456,66,1375,1088,556,
1_1_LT05_119038_19920725_00002e2af14e3e1aa71b_0,Changshu2,2,486,615,31.65670372,120.7726424,0.69622165,0.77257174,3367,66,432,1342,603,
1_1_LT05_119038_19920810_00002e2af14e3e1aa71b_0,Changshu2,2,2280,2339,31.65670372,120.7726424,0.6068855,0.31498772,4014,66,2091,1925,982,
1_1_LT05_119038_19920927_00002e2af14e3e1aa71b_0,Changshu2,2,431,612,31.65670372,120.7726424,0.6525308,0.72128814,3020,66,489,1275,635,
1_1_LT05_119038_19921029_00002e2af14e3e1aa71b_0,Changshu2,2,861,1165,31.65670372,120.7726424,0.21410953,0.30869448,2461,66,1300,2378,1593,
1_1_LT05_119038_19921114_00002e2af14e3e1aa71b_0,Changshu2,2,873,1153,31.65670372,120.7726424,0.09139073,0.14883235,1648,66,1221,1787,1372,
1_1_LT05_119038_19921130_00002e2af14e3e1aa71b_0,Changshu2,2,813,1137,31.65670372,120.7726424,0.08803987,0.23274781,1965,66,1223,2066,1647,
1_1_LT05_119038_19930202_00002e2af14e3e1aa71b_0,Changshu2,2,625,896,31.65670372,120.7726424,0.24983692,0.34834623,1916,66,926,1690,1150,
1_1_LT05_119038_19930407_00002e2af14e3e1aa71b_0,Changshu2,2,826,1109,31.65670372,120.7726424,0.56414515,0.5364547,3298,66,995,1654,919,
1_1_LT05_119038_19930525_00002e2af14e3e1aa71b_0,Changshu2,2,939,1204,31.65670372,120.7726424,0.48901594,0.36046192,2474,66,1163,1440,849,
1_1_LT05_119038_19930610_00002e2af14e3e1aa71b_0,Changshu2,2,1211,1403,31.65670372,120.7726424,0.14823176,0.19874312,2289,66,1530,2350,1698,
1_1_LT05_119038_19930626_00002e2af14e3e1aa71b_0,Changshu2,2,525,754,31.65670372,120.7726424,0.54919314,0.30354795,1488,66,795,664,433,
1_1_LT05_119038_19930712_00002e2af14e3e1aa71b_0,Changshu2,2,324,576,31.65670372,120.7726424,0.60826516,0.5945369,1868,66,475,947,455,
1_1_LT05_119038_19930930_00002e2af14e3e1aa71b_0,Changshu2,2,475,584,31.65670372,120.7726424,0.6911315,0.6937213,2765,66,500,1089,505,
1_1_LT05_119038_19931101_00002e2af14e3e1aa71b_0,Changshu2,2,677,976,31.65670372,120.7726424,0.21112582,0.3655914,2286,66,1062,2229,1489,
1_1_LT05_119038_19931219_00002e2af14e3e1aa71b_0,Changshu2,2,831,1075,31.65670372,120.7726424,0.11613406,0.16564916,1432,66,1025,1376,1134,
1_1_LT05_119038_19940325_00002e2af14e3e1aa71b_0,Changshu2,2,794,1027,31.65670372,120.7726424,0.49642858,0.4620529,2514,66,925,1558,846,
1_1_LT05_119038_19940512_00002e2af14e3e1aa71b_0,Changshu2,2,900,1111,31.65670372,120.7726424,0.61616766,0.50027794,2699,66,899,1199,641,
1_1_LT05_119038_19940901_00002e2af14e3e1aa71b_0,Changshu2,2,500,532,31.65670372,120.7726424,0.7724771,0.6619355,1932,66,393,544,248,
1_1_LT05_119038_19941206_00002e2af14e3e1aa71b_0,Changshu2,2,768,987,31.65670372,120.7726424,0.43815917,0.42811805,2250,66,901,1534,879,
1_1_LT05_119038_19941222_00002e2af14e3e1aa71b_0,Changshu2,2,970,1179,31.65670372,120.7726424,0.5438957,0.3617665,2251,66,1055,1331,665,
1_1_LT05_119038_19950107_00002e2af14e3e1aa71b_0,Changshu2,2,697,884,31.65670372,120.7726424,0.6060111,0.4987805,2458,66,822,1422,603,
1_1_LT05_119038_19950224_00002e2af14e3e1aa71b_0,Changshu2,2,991,1160,31.65670372,120.7726424,0.59322035,0.4437308,2585,66,996,1342,660,
1_1_LT05_119038_19950312_00002e2af14e3e1aa71b_0,Changshu2,2,1307,1558,31.65670372,120.7726424,0.4552295,0.32738504,2901,66,1470,1710,1086,
1_1_LT05_119038_19950803_00002e2af14e3e1aa71b_0,Changshu2,2,322,481,31.65670372,120.7726424,0.7343454,0.7811804,3199,66,393,1267,490,
1_1_LT05_119038_19950819_00002e2af14e3e1aa71b_0,Changshu2,2,218,433,31.65670372,120.7726424,0.7773087,0.84902555,3368,66,275,1141,422,
1_1_LT05_119038_19951107_00002e2af14e3e1aa71b_0,Changshu2,2,1663,1886,31.65670372,120.7726424,0.15789473,0.064784475,2112,66,1855,2121,1536,
1_1_LT05_119038_19951209_00002e2af14e3e1aa71b_0,Changshu2,2,887,1134,31.65670372,120.7726424,0.14913176,0.25034732,2250,66,1349,2327,1666,
1_1_LT05_119038_19960618_00002e2af14e3e1aa71b_0,Changshu2,2,861,1148,31.65670372,120.7726424,0.25326014,0.26541927,1826,66,1060,1584,1088,
1_1_LT05_119038_19960720_00002e2af14e3e1aa71b_0,Changshu2,2,613,845,31.65670372,120.7726424,0.60474306,0.61248225,2842,66,683,1490,700,
1_1_LT05_119038_19960821_00002e2af14e3e1aa71b_0,Changshu2,2,693,700,31.65670372,120.7726424,0.82494,0.78848416,3805,66,450,1157,365,
1_1_LT05_119038_19960906_00002e2af14e3e1aa71b_0,Changshu2,2,841,844,31.65670372,120.7726424,0.695879,0.6423339,3251,66,708,1396,583,
1_1_LT05_119038_19961211_00002e2af14e3e1aa71b_0,Changshu2,2,982,1271,31.65670372,120.7726424,0.14566578,0.16123189,1923,66,1389,1970,1434,
1_1_LT05_119038_19970128_00002e2af14e3e1aa71b_0,Changshu2,2,1160,1281,31.65670372,120.7726424,0.21623513,0.15750916,1738,66,1265,1576,1120,
1_1_LT05_119038_19970213_00002e2af14e3e1aa71b_0,Changshu2,2,763,877,31.65670372,120.7726424,0.2679567,0.32578877,1933,66,983,1570,1116,
1_1_LT05_119038_19970301_00002e2af14e3e1aa71b_0,Changshu2,2,740,924,31.65670372,120.7726424,0.51983297,0.44063324,2184,66,848,1319,690,
1_1_LT05_119038_19970504_00002e2af14e3e1aa71b_0,Changshu2,2,636,803,31.65670372,120.7726424,0.7052524,0.6724181,3344,66,655,1188,578,
1_1_LT05_119038_19970605_00002e2af14e3e1aa71b_0,Changshu2,2,895,1161,31.65670372,120.7726424,0.07913341,0.2693133,2366,66,1362,2656,2019,
1_1_LT05_119038_19970723_00002e2af14e3e1aa71b_0,Changshu2,2,896,969,31.65670372,120.7726424,0.6798267,0.63457483,3489,66,780,1601,665,
1_1_LT05_119038_19970808_00002e2af14e3e1aa71b_0,Changshu2,2,392,496,31.65670372,120.7726424,0.72748035,0.81546664,3404,66,346,1329,537,
1_1_LT05_119038_19970909_00002e2af14e3e1aa71b_0,Changshu2,2,861,1003,31.65670372,120.7726424,0.6424145,0.6052041,3578,66,880,1639,779,
1_1_LT05_119038_19971011_00002e2af14e3e1aa71b_0,Changshu2,2,1026,1168,31.65670372,120.7726424,0.552523,0.35437432,2446,66,1166,1305,705,
1_1_LT05_119038_19971027_00002e2af14e3e1aa71b_0,Changshu2,2,664,896,31.65670372,120.7726424,0.37453416,0.41858974,2213,66,907,1706,1007,
1_1_LT05_119038_19971214_00002e2af14e3e1aa71b_0,Changshu2,2,574,731,31.65670372,120.7726424,0.37541774,0.452549,1852,66,698,1268,841,
1_1_LT05_119038_19971230_00002e2af14e3e1aa71b_0,Changshu2,2,1017,1192,31.65670372,120.7726424,0.5223776,0.34217015,2177,66,1067,1211,683,
1_1_LT05_119038_19980131_00002e2af14e3e1aa71b_0,Changshu2,2,467,747,31.65670372,120.7726424,0.41437998,0.45221114,2036,66,768,1386,843,
1_1_LT05_119038_19980421_00002e2af14e3e1aa71b_0,Changshu2,2,647,887,31.65670372,120.7726424,0.5721807,0.5682698,2837,66,781,1416,772,
1_1_LT05_119038_19980710_00002e2af14e3e1aa71b_0,Changshu2,2,456,632,31.65670372,120.7726424,0.53100103,0.5991317,2210,66,554,1347,677,
1_1_LT05_119038_19981030_00002e2af14e3e1aa71b_0,Changshu2,2,1399,1566,31.65670372,120.7726424,0.24520022,0.18661788,2270,66,1556,2066,1376,
1_1_LT05_119038_19981115_00002e2af14e3e1aa71b_0,Changshu2,2,804,1086,31.65670372,120.7726424,0.16619718,0.299843,2070,66,1115,2154,1480,
1_1_LT05_119038_19981217_00002e2af14e3e1aa71b_0,Changshu2,2,802,1049,31.65670372,120.7726424,0.36973295,0.4155167,2308,66,953,1655,1062,
1_1_LT05_119038_19990203_00002e2af14e3e1aa71b_0,Changshu2,2,517,717,31.65670372,120.7726424,0.502867,0.60995084,2621,66,635,1461,867,
1_2_LE07_119038_19990806_00002e2af14e3e1aa71b_0,Changshu2,2,258,405,31.65670372,120.7726424,0.7808422,0.8600823,3616,66,272,1299,445,
1_2_LE07_119038_19990923_00002e2af14e3e1aa71b_0,Changshu2,2,260,460,31.65670372,120.7726424,0.75225353,0.779681,3013,66,373,1115,426,
1_1_LT05_119038_19991001_00002e2af14e3e1aa71b_0,Changshu2,2,594,786,31.65670372,120.7726424,0.6261323,0.6176953,2962,66,700,1396,681,
1_1_LT05_119038_19991102_00002e2af14e3e1aa71b_0,Changshu2,2,1010,1154,31.65670372,120.7726424,0.25268096,0.22077073,1869,66,1193,1765,1115,
1_2_LE07_119038_19991212_00002e2af14e3e1aa71b_0,Changshu2,2,469,710,31.65670372,120.7726424,0.30994153,0.3987511,1568,66,674,1331,826,
1_1_LT05_119038_19991220_00002e2af14e3e1aa71b_0,Changshu2,2,700,938,31.65670372,120.7726424,0.18421052,0.2933754,1845,66,1008,1854,1271,
1_2_LE07_119038_19991228_00002e2af14e3e1aa71b_0,Changshu2,2,1107,1181,31.65670372,120.7726424,0.2259444,0.16216215,1720,66,1240,1548,1086,
1_1_LT05_119038_20000121_00002e2af14e3e1aa71b_0,Changshu2,2,700,946,31.65670372,120.7726424,0.30141056,0.30820894,1753,66,927,1488,941,
1_1_LT05_119038_20000222_00002e2af14e3e1aa71b_0,Changshu2,2,714,947,31.65670372,120.7726424,0.4224,0.3243948,1778,66,907,1154,722,
1_2_LE07_119038_20000317_00002e2af14e3e1aa71b_0,Changshu2,2,593,806,31.65670372,120.7726424,0.4398888,0.4810579,2072,66,726,1392,806,
1_1_LT05_119038_20000325_00002e2af14e3e1aa71b_0,Changshu2,2,1182,1420,31.65670372,120.7726424,0.39585492,0.32155997,2694,66,1383,1727,1166,
1_2_LE07_119038_20000418_00002e2af14e3e1aa71b_0,Changshu2,2,500,706,31.65670372,120.7726424,0.57894737,0.67559946,2970,66,575,1412,792,
1_1_LT05_119038_20000426_00002e2af14e3e1aa71b_0,Changshu2,2,1195,1605,31.65670372,120.7726424,0.36866045,0.3059896,3009,66,1599,1966,1388,
1_2_LE07_119038_20000504_00002e2af14e3e1aa71b_0,Changshu2,2,668,884,31.65670372,120.7726424,0.48622274,0.53240603,2589,66,790,1426,895,
1_2_LE07_119038_20000520_00002e2af14e3e1aa71b_0,Changshu2,2,562,760,31.65670372,120.7726424,0.3675339,0.38890958,1866,66,821,1321,863,
1_1_LT05_119038_20000528_00002e2af14e3e1aa71b_0,Changshu2,2,1217,1325,31.65670372,120.7726424,0.2886562,0.15700407,1846,66,1345,1511,1019,
1_1_LT05_119038_20000613_00002e2af14e3e1aa71b_0,Changshu2,2,658,898,31.65670372,120.7726424,0.05713353,0.21001495,1619,66,1057,2063,1444,
1_1_LT05_119038_20000715_00002e2af14e3e1aa71b_0,Changshu2,2,507,770,31.65670372,120.7726424,0.6087625,0.55324674,2093,66,602,940,509,
1_2_LE07_119038_20000723_00002e2af14e3e1aa71b_0,Changshu2,2,583,757,31.65670372,120.7726424,0.60814387,0.6581243,3041,66,627,1279,741,
1_1_LT05_119038_20000731_00002e2af14e3e1aa71b_0,Changshu2,2,513,648,31.65670372,120.7726424,0.64211136,0.68211526,2831,66,535,1370,617,
1_2_LE07_119038_20000808_00002e2af14e3e1aa71b_0,Changshu2,2,253,396,31.65670372,120.7726424,0.7590361,0.84240043,3285,66,281,1126,450,
1_1_LT05_119038_20000917_00002e2af14e3e1aa71b_0,Changshu2,2,864,872,31.65670372,120.7726424,0.66224146,0.5596756,2692,66,760,1126,547,
1_2_LE07_119038_20001011_00002e2af14e3e1aa71b_0,Changshu2,2,567,767,31.65670372,120.7726424,0.61623377,0.554168,2489,66,714,1239,591,
1_1_LT05_119038_20001104_00002e2af14e3e1aa71b_0,Changshu2,2,890,1126,31.65670372,120.7726424,0.110278375,0.25582802,2074,66,1229,2308,1662,
1_2_LE07_119038_20001128_00002e2af14e3e1aa71b_0,Changshu2,2,749,847,31.65670372,120.7726424,0.12016433,0.27463967,1636,66,931,1677,1285,
1_1_LT05_119038_20001206_00002e2af14e3e1aa71b_0,Changshu2,2,835,1084,31.65670372,120.7726424,0.15689597,0.22541277,1707,66,1079,1673,1244,
1_1_LT05_119038_20001222_00002e2af14e3e1aa71b_0,Changshu2,2,755,889,31.65670372,120.7726424,0.32903227,0.28,1648,66,927,1451,832,
1_2_LE07_119038_20010115_00002e2af14e3e1aa71b_0,Changshu2,2,592,768,31.65670372,120.7726424,0.2407211,0.39451727,1755,66,762,1599,1074,
1_1_LT05_119038_20010208_00002e2af14e3e1aa71b_0,Changshu2,2,737,902,31.65670372,120.7726424,0.3856955,0.2889796,1579,66,871,1258,700,
1_2_LE07_119038_20010216_00002e2af14e3e1aa71b_0,Changshu2,2,835,962,31.65670372,120.7726424,0.3512946,0.3517676,1931,66,926,1370,927,
1_2_LE07_119038_20010304_00002e2af14e3e1aa71b_0,Changshu2,2,764,1000,31.65670372,120.7726424,0.30429596,0.34357715,2186,66,1068,1703,1166,
1_1_LT05_119038_20010312_00002e2af14e3e1aa71b_0,Changshu2,2,805,1023,31.65670372,120.7726424,0.3638814,0.42535213,2277,66,918,1613,1062,
1_1_LT05_119038_20010413_00002e2af14e3e1aa71b_0,Changshu2,2,677,967,31.65670372,120.7726424,0.54912996,0.5511145,3027,66,876,1490,881,
1_2_LE07_119038_20010523_00002e2af14e3e1aa71b_0,Changshu2,2,658,1058,31.65670372,120.7726424,0.36609212,0.38606107,2655,66,1176,1984,1232,
1_1_LT05_119038_20010616_00002e2af14e3e1aa71b_0,Changshu2,2,839,1060,31.65670372,120.7726424,0.2860781,0.16763006,1515,66,1080,1224,841,
1_1_LT05_119038_20010702_00002e2af14e3e1aa71b_0,Changshu2,2,566,752,31.65670372,120.7726424,0.55150825,0.33300734,1363,66,682,681,394,
1_2_LE07_119038_20010726_00002e2af14e3e1aa71b_0,Changshu2,2,297,435,31.65670372,120.7726424,0.6561588,0.79841524,2837,66,318,1388,589,
1_1_LT05_119038_20010803_00002e2af14e3e1aa71b_0,Changshu2,2,470,624,31.65670372,120.7726424,0.7254321,0.7593152,3494,66,478,1340,556,
1_1_LT05_119038_20010819_00002e2af14e3e1aa71b_0,Changshu2,2,-1013,2762,31.65670372,120.7726424,0,-1,-55,68,2204,-39,-62,
1_1_LT05_119038_20010904_00002e2af14e3e1aa71b_0,Changshu2,2,988,987,31.65670372,120.7726424,0.56235653,0.40391886,2042,66,867,1016,572,
1_2_LE07_119038_20010912_00002e2af14e3e1aa71b_0,Changshu2,2,395,511,31.65670372,120.7726424,0.7841893,0.78728324,3092,66,368,1055,374,
1_2_LE07_119038_20010928_00002e2af14e3e1aa71b_0,Changshu2,2,354,580,31.65670372,120.7726424,0.70324117,0.7227068,2864,66,461,1085,499,
1_2_LE07_119038_20011014_00002e2af14e3e1aa71b_0,Changshu2,2,702,883,31.65670372,120.7726424,0.594308,0.52048963,2857,66,901,1446,727,
1_2_LE07_119038_20011030_00002e2af14e3e1aa71b_0,Changshu2,2,857,1034,31.65670372,120.7726424,0.31677398,0.34650362,2147,66,1042,1867,1114,
1_2_LE07_119038_20011115_00002e2af14e3e1aa71b_0,Changshu2,2,853,1038,31.65670372,120.7726424,0.20271416,0.34322703,2127,66,1040,2099,1410,
1_1_LT05_119038_20011123_00002e2af14e3e1aa71b_0,Changshu2,2,1102,1286,31.65670372,120.7726424,0.2413793,0.25492573,2070,66,1229,1960,1265,
1_2_LE07_119038_20020102_00002e2af14e3e1aa71b_0,Changshu2,2,712,892,31.65670372,120.7726424,0.26027396,0.40291426,2070,66,881,1727,1215,
1_1_LT05_119038_20020110_00002e2af14e3e1aa71b_0,Changshu2,2,1165,1298,31.65670372,120.7726424,0.21683502,0.18569554,1807,66,1241,1714,1163,
1_2_LE07_119038_20020203_00002e2af14e3e1aa71b_0,Changshu2,2,1097,1188,31.65670372,120.7726424,0.2818706,0.26806083,2001,66,1155,1616,1121,
1_1_LT05_119038_20020211_00002e2af14e3e1aa71b_0,Changshu2,2,805,1004,31.65670372,120.7726424,0.24272963,0.32963648,2158,66,1088,1814,1315,
1_2_LE07_119038_20020219_00002e2af14e3e1aa71b_0,Changshu2,2,659,867,31.65670372,120.7726424,0.33039907,0.4343562,2267,66,894,1786,1141,
1_2_LE07_119038_20020307_00002e2af14e3e1aa71b_0,Changshu2,2,1035,1184,31.65670372,120.7726424,0.41561246,0.32639492,2294,66,1165,1525,947,
1_2_LE07_119038_20020526_00002e2af14e3e1aa71b_0,Changshu2,2,819,1064,31.65670372,120.7726424,0.1545139,0.27191585,1995,66,1142,2035,1461,
1_2_LE07_119038_20020611_00002e2af14e3e1aa71b_0,Changshu2,2,1480,1489,31.65670372,120.7726424,0.107856944,0.14393719,1967,66,1472,2063,1584,
1_2_LE07_119038_20020713_00002e2af14e3e1aa71b_0,Changshu2,2,646,841,31.65670372,120.7726424,0.45671266,0.49180853,2322,66,791,1581,866,
1_1_LT05_119038_20020822_00002e2af14e3e1aa71b_0,Changshu2,2,560,720,31.65670372,120.7726424,0.7256926,0.70622987,3177,66,547,1243,505,
1_1_LT05_119038_20020923_00002e2af14e3e1aa71b_0,Changshu2,2,641,810,31.65670372,120.7726424,0.6775599,0.597984,2695,66,678,1146,518,
1_2_LE07_119038_20021001_00002e2af14e3e1aa71b_0,Changshu2,2,966,1155,31.65670372,120.7726424,0.6086305,0.4539545,2684,66,1008,1294,653,
1_1_LT05_119038_20021009_00002e2af14e3e1aa71b_0,Changshu2,2,584,937,31.65670372,120.7726424,0.58926415,0.51002866,2635,66,855,1289,681,
1_1_LT05_119038_20021025_00002e2af14e3e1aa71b_0,Changshu2,2,768,1055,31.65670372,120.7726424,0.4223347,0.37282443,2248,66,1027,1635,913,
1_1_LT05_119038_20021110_00002e2af14e3e1aa71b_0,Changshu2,2,1024,1241,31.65670372,120.7726424,0.049022235,0.19244823,1958,66,1326,2216,1775,
1_2_LE07_119038_20021118_00002e2af14e3e1aa71b_0,Changshu2,2,793,975,31.65670372,120.7726424,0.0930859,0.24133243,1826,66,1116,2045,1515,
1_2_LE07_119038_20021204_00002e2af14e3e1aa71b_0,Changshu2,2,1065,1129,31.65670372,120.7726424,0.33249897,0.19894895,1597,66,1067,1287,800,
1_2_LE07_119038_20030105_00002e2af14e3e1aa71b_0,Changshu2,2,705,900,31.65670372,120.7726424,0.15588547,0.25287357,1635,66,975,1556,1194,
1_1_LT05_119038_20030113_00002e2af14e3e1aa71b_0,Changshu2,2,936,1068,31.65670372,120.7726424,0.152871,0.18105423,1546,66,1072,1474,1136,
1_2_LE07_119038_20030121_00002e2af14e3e1aa71b_0,Changshu2,2,957,1041,31.65670372,120.7726424,0.20479134,0.20618956,1559,66,1026,1407,1029,
1_1_LT05_119038_20030129_00002e2af14e3e1aa71b_0,Changshu2,2,536,657,31.65670372,120.7726424,0.29395348,0.28380248,1391,66,776,1214,759,
1_2_LE07_119038_20030206_00002e2af14e3e1aa71b_0,Changshu2,2,499,619,31.65670372,120.7726424,0.31167048,0.31047097,1433,66,754,1145,752,
1_2_LE07_119038_20030310_00002e2af14e3e1aa71b_0,Changshu2,2,1027,1144,31.65670372,120.7726424,0.3729662,0.32168674,2194,66,1126,1622,1002,
1_1_LT05_119038_20030318_00002e2af14e3e1aa71b_0,Changshu2,2,732,929,31.65670372,120.7726424,0.50154054,0.40983605,2193,66,918,1311,728,
1_1_LT05_119038_20030708_00002e2af14e3e1aa71b_0,Changshu2,2,1023,1194,31.65670372,120.7726424,0.31105992,0.33842987,2276,66,1125,1855,1196,
1_1_LT05_119038_20030724_00002e2af14e3e1aa71b_0,Changshu2,2,493,797,31.65670372,120.7726424,0.28416237,0.44390872,2246,66,865,1986,1252,
1_2_LE07_119038_20030801_00002e2af14e3e1aa71b_0,Changshu2,2,953,1138,31.65670372,120.7726424,0.34133792,0.42552084,2737,66,1103,2217,1344,
